,rho,lambd,S,Nsum,Nmean,Nsd,S0,np,n,St,r,xi,xip
0,31104.22722272989,5689.748433077111,510.0,632323.0,302779.14679285104,741841180320.0642,636.8326934134379,0.049332025039557116,0.03950697417137855,534.3171756708454,0.12357799968706946,0.9999995918544902,0.9998755561369481
1,31428.3226079615,5740.327628920761,512.0,627064.0,298567.1804743965,727048091888.8744,640.4454348147154,0.04873063243895325,0.03895739192201794,536.5758029378687,0.12260866764915465,0.9999995893432858,0.9998747905644553
2,35850.43400832529,6751.494459339662,521.0,636786.0,296770.945651695,736036246990.1333,654.3113574998682,0.04863130498642786,0.038723017119466734,546.3473921061583,0.11965854949989012,0.9999995967984636,0.9998770633733388
3,33622.342803969164,6217.316425138763,514.0,645867.0,305728.333513538,776317168055.6598,644.1985439708674,0.049996559158527805,0.03989178747452345,538.7947549783123,0.12040162780021454,0.9999996061811511,0.9998799238234876
4,33309.37549043985,6184.212919406788,509.0,644925.0,308916.3366132064,784041964709.4938,636.6205728737328,0.05041404797325177,0.04030776181572551,533.3717407322771,0.12171458279214141,0.9999996059951501,0.9998798671181917
5,33280.09574150655,6304.963344412502,511.0,649731.0,311564.87831723044,773777075733.9843,635.912593654022,0.0505909492808416,0.040653346608473084,535.0443116075496,0.1254530736717958,0.9999995973454266,0.9998772301226104
6,33740.40169507892,6327.588989441942,500.0,651854.0,318612.7840528176,827332742677.3721,623.877710988606,0.05187289313711217,0.04157296552149106,523.7065642449485,0.12270050491090437,0.9999996148916057,0.9998825793481744
7,33197.45719864221,6250.717061898801,505.0,637324.0,308768.1381942723,765876322224.4857,629.4194031580761,0.05021448759955401,0.040288424714174466,528.9002220708212,0.12448198074999667,0.9999995968433424,0.9998770770552389
8,35692.541256148514,6788.424516677326,506.0,638994.0,307847.5728764098,778682667549.8347,632.9557930779441,0.05024656803659218,0.04016830828402697,530.2443279326061,0.12170575966576781,0.9999996046559327,0.9998794588371528
9,30711.69292966725,5603.379129374274,511.0,632139.0,302230.9400390602,736777490057.6898,637.8021748639161,0.04922115781368279,0.03943544351845215,535.3318857280117,0.12397715703756707,0.9999995897934667,0.9998749278077325
10,33160.62914561875,6255.06687476269,502.0,635146.0,309745.072491426,768233268977.0258,625.2900152177268,0.05034194496267178,0.04041589623410444,525.7035633959287,0.12488660995310266,0.9999995968085671,0.9998770664535034
11,33401.19138544815,6226.467785560986,517.0,625417.0,294630.32746975415,709986280267.7301,647.298448751672,0.04813259528225527,0.03844370677686055,541.9121955280561,0.12226583569392852,0.9999995850196889,0.9998734724638502
12,31522.281062107977,5759.209404847639,519.0,631397.0,296442.32814096106,717593344623.7008,649.4932342167913,0.04840556531955368,0.038680138725606564,543.959847386484,0.12246224254310492,0.9999995868937047,0.9998740437797281
13,33005.68174659309,6177.715831565645,509.0,644185.0,309385.6186919008,773345998655.5834,634.925571160522,0.05035620187409263,0.04036899428552553,533.153275670118,0.12377318756858792,0.9999995999389416,0.9998780207923746
14,34047.590650222905,6449.176128699898,517.0,629991.0,297521.0885676294,714231192672.9625,645.6972303536702,0.04848461400067999,0.03882089663699156,541.6933381249463,0.12393582907617648,0.9999995834386798,0.9998729904750681
15,30559.84487403945,5600.551313190164,507.0,630676.0,304428.9788175382,740700549286.4944,631.7316653445844,0.04949467598097839,0.03972224616707851,530.9925867814449,0.12512079452831404,0.9999995889985783,0.9998746854761039
16,33986.432342398424,6388.619567010004,506.0,641856.0,309667.71029456804,781801413381.7993,632.0537539567521,0.05047161815869148,0.04040580192495045,530.1207727729246,0.12265791176747912,0.9999996039048984,0.9998792298729122
17,32721.994448378315,6243.281217492721,510.0,643434.0,310039.199877916,751551203149.2887,632.8484652329622,0.05019887335950519,0.04045427431655906,533.7694917083218,0.12790125903936336,0.9999995874676288,0.9998742187474258
18,32681.768273784463,6105.837322660304,504.0,646627.0,313929.9493759932,794223818683.6099,628.1066874663508,0.05104855326720387,0.04096194382271895,527.8202002546769,0.12408599408774859,0.9999996047336507,0.9998794825306428
19,39306.75984154271,7666.260887767994,511.0,655021.0,312162.0234926839,808625252103.2147,639.8637238561033,0.05100285224021349,0.04073126280340623,535.5460975133094,0.12050720191506065,0.9999996139595905,0.9998822952074103
20,35703.65019777774,6904.565256207714,504.0,632865.0,307265.7849492644,756800560351.6836,628.0716751075096,0.049962099732069616,0.04009239592066108,527.8470343119866,0.12475189089263103,0.9999995939937137,0.9998762083072905
