,N,Smean,Ssd
0,0.0,17.34488689361861,0.29944872581367216
1,1.0,21.85708820942202,0.36124870382978846
2,2.0,25.800935170809037,0.4075304728650022
3,3.0,29.297691894644906,0.4427135177745885
4,4.0,32.56293791010707,0.4720438219191084
5,5.0,35.755372958292064,0.49904532083521524
6,6.0,38.93666060259747,0.5248951604149907
7,7.0,42.044847346227165,0.5475413633599929
8,8.0,44.825837417531446,0.5594262659495058
9,9.0,46.685527891260286,0.5434589061622207
10,10.0,46.45593487939135,0.4703340098110916
11,11.0,42.25273084896477,0.31876225456565443
12,12.0,32.20724829751775,0.22771686107910166
13,13.0,17.44008492351824,0.3345281662452408
14,14.0,4.962514442063996,0.2312479647133934
15,15.0,0.4395531067732713,0.042978754424543825
16,16.0,0.0047135219913204286,0.0009212629595222834
17,17.0,8.993333515912657e-07,3.560055369928153e-07
18,18.0,5.6187652878022e-14,5.544764302488599e-14
19,19.0,0.0,0.0
20,20.0,0.0,0.0
