,rho,lambd,S,Nsum,Nmean,Nsd,S0,np,n,St,alpha0,beta0
0,34929.84830219989,6304.129924447777,549.0,1458930.0,2657.431693989071,68057344.91200097,1118.9356844728811,0.04623342698157298,0.02268419156266415,549.0,0.11386025296807376,1526874.542397489
