,R,Smean,Ssd
604,75.04665215717488,511.0531240009045,
605,75.09993342207434,511.10196751190443,
606,75.15317691222376,511.15073391687736,
607,75.20638270785267,511.1994234562714,
608,75.25955088890713,511.2480363498268,
609,75.31268153505093,511.29657284593793,
610,75.3657747256671,511.3450331622058,
611,75.41883053985921,511.393417525281,
612,75.47184905645283,511.4417261607864,
613,75.52483035399683,511.4899592933463,
614,75.57777451076474,511.53811714652403,
615,75.63068160475615,511.586199933198,
616,75.68355171369801,511.63420789471695,
617,75.73638491504596,511.6821412518564,
618,75.78918128598568,511.7300001947603,
619,75.84194090343416,511.7777849719145,
620,75.8946638440411,511.8254957912709,
621,75.9473501841901,511.87313286974234,
622,76.0,511.92069641349764,
623,76.05261336732617,511.96818666711084,
624,76.1051903617618,512.0156038152626,
625,76.15773105863909,512.0629480710726,
626,76.21023553303061,512.1102196665984,
627,76.26270385975047,512.1574188033583,
628,76.31513611335566,512.2045456919474,
629,76.36753236814714,512.2516005319765,
630,76.4198926981712,512.2985835616436,
631,76.47221717722064,512.3454949593904,
632,76.52450587883597,512.3923349417926,
633,76.5767588763066,512.4391037052206,
634,76.62897624267207,512.4858014744143,
635,76.68115805072325,512.5324284439421,
636,76.73330437300352,512.5789848170969,
637,76.78541528180988,512.6254707965,
638,76.8374908491942,512.6718865839458,
639,76.88953114696434,512.7182323801487,
640,76.94153624668539,512.7645083754696,
641,76.99350621968063,512.8107147886424,
642,77.0454411370329,512.8568518180688,
643,77.09734106958554,512.9029196317745,
644,77.14920608794364,512.9489184559034,
645,77.20103626247513,512.9948484764723,
646,77.25283166331187,513.0407098885328,
647,77.30459236035075,513.0865028765586,
648,77.35631842325488,513.1322276633501,
649,77.40800992145452,513.1778844121616,
650,77.45966692414834,513.223473314743,
651,77.51128950030441,513.2689945817584,
652,77.56287771866127,513.3144483936567,
653,77.61443164772902,513.3598349398392,
654,77.6659513557904,513.4051544090003,
655,77.7174369109018,513.450406989017,
656,77.76888838089432,513.4955928669857,
657,77.82030583337489,513.540712229306,
658,77.87168933572714,513.5857652516748,
659,77.92303895511263,513.630752138527,
660,77.97435475847172,513.6756730739379,
661,78.02563681252464,513.7205282118098,
662,78.07688518377255,513.7653177640731,
663,78.12809993849844,513.8100419027214,
664,78.17928114276826,513.8547008088872,
665,78.2304288624318,513.8992946530531,
666,78.28154316312371,513.9438236343761,
667,78.33262411026456,513.9882879317025,
668,78.3836717690617,514.0326876939962,
669,78.43468620451031,514.0770231278109,
670,78.48566748139434,514.1212944001229,
671,78.53661566428745,514.1655016869964,
672,78.58753081755401,514.2096451538582,
673,78.63841300535,514.2537250045907,
674,78.689262291624,514.2977413837554,
675,78.74007874011812,514.3416944646269,
676,78.79086241436885,514.3855844390723,
677,78.8416133777081,514.4294114692078,
678,78.89233169326408,514.4731757260399,
679,78.9430174239622,514.5168773800676,
680,78.993670632526,514.5605166009235,
681,79.04429138147802,514.6040935576614,
682,79.09487973314076,514.647608409048,
683,79.14543574963751,514.691061342186,
684,79.19595949289332,514.7344525143441,
685,79.2464510246358,514.7777821017406,
686,79.29691040639604,514.8210502408364,
687,79.3473376995095,514.8642571258414,
688,79.39773296511683,514.9074029114381,
689,79.44809626416483,514.9504877615312,
690,79.49842765740716,514.9935118293662,
691,79.54872720540537,515.0364753066281,
692,79.5989949685296,515.0793783260203,
693,79.64923100695951,515.1222210487721,
694,79.6994353806851,515.1650036547835,
695,79.74960814950755,515.2077262942779,
696,79.79974937304002,515.2503891266585,
697,79.84985911070852,515.2929923105883,
698,79.89993742175272,515.3355360041065,
699,79.94998436522674,515.378020364697,
700,80.00000000000001,515.4204455394834,
701,80.049984384758,515.4628117041308,
702,80.09993757800315,515.505119004436,
703,80.14985963805552,515.5473675955893,
704,80.19975062305369,515.5895576319489,
705,80.24961059095553,515.6316892672862,
706,80.29943959953893,515.6737626548542,
707,80.34923770640266,515.7157779376109,
708,80.39900496896713,515.7577352870384,
709,80.44874144447508,515.799634844818,
710,80.49844718999243,515.8414767715561,
711,80.54812226240908,515.8832611885108,
712,80.59776671843954,515.9249882744173,
713,80.64738061462381,515.9666581687484,
714,80.69696400732806,516.0082710201104,
715,80.74651695274541,516.0498269668665,
716,80.79603950689663,516.0913261853813,
717,80.84553172563095,516.1327687936096,
718,80.89499366462674,516.174154937892,
719,80.94442537939226,516.2154847832868,
720,80.99382692526635,516.2567584653315,
721,81.04319835741924,516.2979761287124,
722,81.09253973085318,516.3391379175633,
723,81.14185110040319,516.3802439753528,
724,81.19113252073777,516.4212944452419,
725,81.24038404635961,516.4622894599603,
726,81.2896057316063,516.5032291809193,
727,81.33879763065103,516.5441137396808,
