,N,Smean,Ssd
0,0.0,9.602751860870857,
1,1.0,12.033607243021585,
2,2.0,14.122474030711734,
3,3.0,15.946035013097747,
4,4.0,17.634374630268578,
5,5.0,19.292830367852726,
6,6.0,20.992162455683815,
7,7.0,22.778052165532873,
8,8.0,24.680914891659572,
9,9.0,26.72234877131761,
10,10.0,28.918476297428107,
11,11.0,31.28068284300855,
12,12.0,33.81347508339852,
13,13.0,36.50777069855159,
14,14.0,39.32539163011388,
15,15.0,42.16578340914089,
16,16.0,44.79776513695239,
17,17.0,46.72907630507213,
18,18.0,46.99386583964133,
19,19.0,43.94903587562879,
20,20.0,35.611102772089005,
21,21.0,21.820467815663864,
22,22.0,7.856838338175605,
23,23.0,1.0663496693442913,
24,24.0,0.024973768757369123,
