,rho,lambd,S,Nsum,Nmean,Nsd,S0,np,n,Ss,r,xi,xip
0,8215966.046379554,2956878.058257251,294.0,177829.0,743.8789120588782,6058890.731788728,298.82047520982286,0.0015121513605442177,0.0014877578241177564,290.97139072014073,0.09134077618853742,0.9998772252306588,0.9998465362486927
1,10380785.254485048,3801258.548230394,296.0,176526.0,733.4354786485078,5849800.773589892,300.85468514095174,0.0014909290540540542,0.0014668709572970154,293.01155467817745,0.09196809854373657,0.9998746221440635,0.9998432825923026
2,7763660.499776971,2798468.973930228,293.0,177615.0,745.5576781217602,6029771.449326055,297.7888317900754,0.0015154863481228668,0.0014911153562435202,289.9754473132531,0.09219669336241251,0.9998763539075424,0.9998454471618916
3,12983622.777581342,4854084.408619132,292.0,177559.0,747.9279372073152,5991636.992830491,296.75151703616456,0.001520196917808219,0.0014958558744146303,289.1217937360385,0.09337448802603628,0.9998751713533209,0.9998439690609339
4,10791429.907836271,3947180.638313044,294.0,176514.0,738.3651790623819,5966504.577889951,298.8257115268957,0.0015009693877551021,0.0014767303581247637,291.03790986388793,0.09138526690674457,0.9998762482841631,0.9998453151408331
5,14558827.7900677,5317039.558418695,297.0,177155.0,733.4267120296188,6096224.721282141,301.93030382980817,0.0014912037037037038,0.0014668534240592375,294.04988189801315,0.08824797147979754,0.9998796916541693,0.9998496190907313
6,8507519.22009914,3044451.9448142857,296.0,177298.0,736.5754917234378,6028101.066684769,300.8822618866236,0.0014974493243243242,0.0014731509834468757,292.944971981946,0.0900133807736977,0.999877809697685,0.9998472667877356
7,5220254.664059439,1815678.073183891,296.0,177875.0,738.988325111304,6051675.713682417,300.8758629123286,0.0015023226351351352,0.0014779766502226077,292.81340869631066,0.0902511081238522,0.9998778869919549,0.9998473633996722
8,8584052.79309313,3087284.760342192,295.0,176961.0,737.7003583536185,5995534.457990276,299.852436690788,0.0014996694915254238,0.001475400716707237,291.964991443834,0.09077902733270127,0.9998769583656766,0.9998462026879639
9,19792156.600207485,7414617.202617581,293.0,176872.0,742.3330213275832,6143084.353285783,297.83128817926513,0.0015091467576791807,0.0014846660426551662,290.17255555485593,0.08971469070516079,0.9998791595591666,0.9998489540120741
10,10296157.426654669,3745083.532405426,296.0,177080.0,735.7015395381231,5955743.845537497,300.8692902001599,0.001495608108108108,0.0014714030790762462,293.00087876595245,0.09089101848236701,0.9998764719305231,0.9998455946815016
11,8960841.771340704,3254468.380224495,294.0,176955.0,740.2401007055574,5954833.831277159,298.8135198149492,0.0015047193877551022,0.0014804802014111145,290.9983978808867,0.09203002913904562,0.9998756908888343,0.9998446184398788
12,7363061.048883067,2641224.78957191,295.0,177640.0,740.582692255096,5968348.126457165,299.83147367899085,0.0015054237288135593,0.001481165384510192,291.9363117597812,0.09190663428275414,0.9998759149639793,0.9998448985164174
13,5456860.246455706,1925824.9093180173,296.0,176416.0,732.9890944778639,5823283.825095403,300.85031504743574,0.00149,0.0014659781889557277,292.8437290797051,0.09227450781563146,0.999874127877587,0.9998426647980128
14,10004915.338761028,3653430.062661532,293.0,177354.0,744.4456925377592,6034185.190395149,297.79539625552405,0.0015132593856655291,0.0014888913850755183,290.0359385339148,0.09185461705654663,0.9998766286302047,0.9998457905440137
15,7117450.872968534,2528976.734279382,295.0,175992.0,733.6440538882699,5939939.159136322,299.85931029368544,0.001491457627118644,0.0014672881077765396,291.9127068254933,0.0906238378919178,0.9998764896349553,0.9998456168106753
16,13711534.078686958,5059524.039605534,293.0,178010.0,747.1554741763107,6165001.642515562,297.81284845072605,0.0015188566552901022,0.0014943109483526213,290.1004003243083,0.09056104087934289,0.9998788069302328,0.9998485132525768
17,9288004.543969952,3353453.7997397417,297.0,177010.0,732.9178106751931,5926523.238454089,301.8926498677447,0.0014899831649831652,0.001465835621350386,293.9616620653451,0.09064926164086637,0.9998763325846899,0.9998454205099737
18,5713369.487514544,2019013.9490751768,295.0,177425.0,739.6878275044509,5947529.497442909,299.83087696365465,0.0015036016949152543,0.0014793756550089017,291.86741869139206,0.0920056197839014,0.9998756310787827,0.9998445436819621
