,distance,PCF
0,527.3755777432247,6.666794736336567
1,585.2349955359813,8.063930418964244
2,564.0257086339238,11.035882917028175
3,579.8706752371601,5.107698073990783
4,637.3774391990981,6.649157713224565
5,601.0407640085654,13.418526324708475
6,604.6693311223912,8.938308049140485
7,660.0189391222043,6.947922513954056
8,625.0,9.73535330566767
9,316.227766016838,6.676003016359132
10,325.0,7.944169702164131
11,425.73465914816,12.583622306861464
12,279.5084971874737,9.859701190174729
13,251.24689052802225,15.042900791317676
14,250.0,13.54335781210433
15,261.00766272276377,11.649696817705486
16,279.5084971874737,13.602002918158906
17,225.0,14.646333659564856
18,237.17082451262849,10.145065882132014
19,318.1980515339464,8.837339540682159
20,381.6084380618437,7.103275243104091
21,201.55644370746373,16.95003427659039
22,391.3118960624632,5.917151487371155
23,369.120576505835,8.904205196176907
24,325.0,10.7706442831216
25,301.0398644698074,10.2314601067667
26,403.11288741492746,9.290778767919411
27,50.0,9.840044376545904
28,70.71067811865476,22.136901202577903
29,145.7737973711325,12.932647473433097
30,382.4264635194589,8.648630753747549
31,364.0054944640259,17.21939191694475
32,316.227766016838,8.988263252340076
33,512.9571132170797,12.437470906291404
34,427.2001872658765,6.341333041106566
35,201.55644370746373,11.351903194131578
36,369.120576505835,12.168070472960242
37,305.16389039334257,9.991534115097334
38,213.60009363293827,21.818224908164478
39,206.15528128088303,15.342749937980653
40,395.2847075210474,9.199977895667551
41,305.16389039334257,15.024155288127748
42,251.24689052802225,13.64225306046164
43,292.61749776799064,13.033745947539051
44,275.0,16.438781185444142
45,465.0268809434568,15.390758620689653
46,300.0,11.981765551048008
47,357.94552658190884,14.43409429544487
48,328.8236609491476,13.828162779451697
49,325.0,14.56943533936454
50,381.6084380618437,13.225142186692125
51,494.9747468305833,17.03836262802451
52,325.0,6.938532441429559
53,459.6194077712559,14.804984062590554
54,413.8236339311712,10.26631623212784
55,403.11288741492746,11.340158045977011
56,403.11288741492746,11.003748894783376
57,500.0,18.63618707887436
58,458.9389937671455,12.85990648743425
59,583.6308764964376,14.135444689003014
60,467.0385423067351,15.950145958766647
61,450.6939094329987,6.52153508187991
62,540.8326913195984,11.52427849542721
63,498.1214711292819,14.901459587666483
64,475.0,11.56499352712722
65,640.3124237432849,14.270868014268729
66,559.0169943749474,23.09289888953828
67,553.3985905294663,8.843591954022987
68,539.6758286230726,12.124680214751557
69,614.9186938124421,7.620642739854563
70,585.2349955359813,16.35730167703034
71,575.0,5.288208724383986
72,673.145600891813,7.291338259441707
73,626.9968101992226,19.577761024430757
74,618.4658438426491,10.78247927828914
75,694.6221994724903,7.051680433547485
76,650.0,8.898287590898429
77,301.0398644698074,8.752262335682987
78,304.138126514911,10.60527851458886
79,485.41219597369,18.072880014074595
80,302.0761493398643,12.943991640543365
81,269.2582403567252,25.580429940738977
82,261.00766272276377,20.86400208986416
83,250.0,14.030943933178106
84,320.1562118716424,21.140970756118534
85,237.17082451262849,22.05329683131407
86,225.0,14.60729852770244
87,375.0,9.092466441604373
88,447.21359549995793,7.105294825511433
89,206.15528128088303,27.791760661725217
90,459.6194077712559,6.367173480770163
91,436.6062299143245,9.976018031876254
92,35.35533905932738,15.81545914996697
93,90.13878188659972,7.135462251133451
94,328.8236609491476,8.79063957361759
95,378.3186487605389,9.729449345908124
96,213.60009363293827,10.781578947368422
97,90.13878188659972,8.05476594712588
98,103.07764064044152,8.776655348047539
99,103.07764064044152,9.066266933155674
100,353.5533905932738,9.526988030824723
101,167.70509831248424,6.59471454058876
102,285.0438562747845,9.96252314202592
103,175.0,9.315616911130286
104,190.3943276465977,9.545188729399255
105,320.1562118716424,13.91340206185567
106,340.03676271838606,9.900984475577433
107,225.0,7.971538461538461
108,291.547594742265,11.41153302719887
109,390.5124837953328,9.435815147625162
110,355.31676008879737,12.274412955465586
111,425.73465914816,14.95217074945428
112,279.5084971874737,10.62936842105263
113,442.2951503238533,9.6437306501548
114,369.120576505835,11.650682261208576
115,425.73465914816,9.872338613524102
116,459.6194077712559,10.952791675005004
117,348.209706929603,10.832052449462756
118,350.891721190455,9.880851935285683
119,459.6194077712559,4.630083405234397
120,325.0,12.412406015037591
121,403.8873605350878,12.189216944801029
122,485.41219597369,9.8359257518797
123,548.2928049865327,9.7765991902834
124,400.7804885470349,10.864682395644284
125,412.31056256176606,8.801552185548617
126,431.5669125408017,8.402164986935423
127,492.4428900898053,7.801796157059315
128,570.087712549569,4.329282666124771
129,450.6939094329987,7.465227309760471
130,506.2114182829147,8.633316624895572
131,575.5432216610669,8.805352972875877
132,505.5937104039171,9.72747731397459
133,505.5937104039171,11.794165923282783
134,546.0082416960389,5.558855263157894
135,561.8051263561058,7.896815706979047
136,552.268050859363,9.355252416756176
137,564.0257086339238,10.638101811906816
138,660.4922406811453,6.361500080476421
139,575.5432216610669,8.540701754385964
140,579.8706752371601,13.31600960576346
141,625.0,10.329293352904171
142,600.5206074732157,9.34194516710026
143,604.6693311223912,9.888506981740068
144,460.9772228646444,6.2474992730444905
145,480.2343178074637,7.130477732793523
146,285.0438562747845,12.121186895810956
147,340.03676271838606,10.765435406698565
148,336.3406011768428,12.455982516845747
149,353.5533905932738,12.638086124401916
150,410.03048667141815,12.52106955491623
151,279.5084971874737,12.166487647690651
152,336.3406011768428,14.15832147937411
153,395.2847075210474,9.270875221762273
154,226.38462845343545,11.207342657342656
155,213.60009363293827,8.631673950218508
156,340.03676271838606,14.62833251352681
157,201.55644370746373,7.171663335554075
158,190.3943276465977,9.86916454705537
159,103.07764064044152,8.134925485402661
160,301.0398644698074,11.305849796091309
161,350.891721190455,9.486238421167194
162,182.00274723201292,13.964948290834451
163,90.13878188659972,10.450783795769624
164,90.13878188659972,9.839721959778648
165,75.0,13.551277298165704
166,382.4264635194589,10.32870605716967
167,160.0781059358212,7.30639670945323
168,250.0,14.770820630348394
169,152.0690632574555,11.51523424103162
170,158.11388300841898,14.894650831889324
171,285.0438562747845,19.59560885131346
172,305.16389039334257,11.784849944312333
