,rho,lambd,S,Nsum,Nmean,Nsd,S0,np,n,Ss,alpha0,beta0,Sdown
0,706571.2993137639,246299.74070989137,220.0,11396.0,51.8,24954.687272727275,329.18339475514654,0.002072,0.0013847600069227773,,0.11882003888016184,5827.13160159543,214.2786646529174
1,14723114.438595386,6514210.839261662,227.0,10754.0,47.37444933920705,19272.877408837743,325.6095499458992,0.001894977973568282,0.0013210914731200977,,0.12679494542503758,5209.558901151702,221.58530356992057
2,398079.9885734391,132163.58324736712,215.0,11324.0,52.66976744186047,26019.421179015684,325.2859581151689,0.0021067906976744185,0.0013924978582679167,,0.11934707784368406,5833.816308815511,209.24844240503322
3,529693.8185639095,177677.27385822375,219.0,10919.0,49.85844748858448,23444.3589583203,331.4813954503563,0.001994337899543379,0.0013176003419637186,,0.11591557279277293,5683.448350461276,213.1044775631894
4,1187932.2792428653,418233.57449220726,235.0,11424.0,48.61276595744681,22488.85004979629,352.05551939573536,0.0019445106382978724,0.0012979770940229022,,0.11197949145653446,5795.601842533461,228.87416813950176
5,533080.326206055,177612.8125479743,228.0,11304.0,49.578947368421055,22602.88411819021,345.7425171784445,0.001983157894736842,0.0013077940303379912,,0.11437127018833983,5717.3188169738505,221.84686057359394
6,743220182.271539,396337800.67739415,226.0,11100.0,49.11504424778761,19678.977915263524,314.98660830410375,0.001964601769911504,0.0014095837356086587,,0.1293942197785128,5446.857433127528,221.12920148012492
7,8828684814.344948,4859118077.312187,229.0,11090.0,48.42794759825328,19085.930397971057,319.70144747128774,0.001937117903930131,0.0013875445466659626,,0.11665611885188419,5947.157167245118,224.14653162070186
8,36755.40633564844,10245.551884255028,230.0,11701.0,50.87391304347826,20688.840623818523,370.4166750023638,0.0020349565217391303,0.001263550027808584,,0.15041417079317268,4200.235992212566,222.134974432887
9,18564574.003675263,8270436.155053401,226.0,11070.0,48.98230088495576,20330.716500900617,323.22708571937966,0.0019592920353982304,0.0013699346978131395,,0.1254606051573838,5459.620954699794,220.72234907499933
10,6786405.623578071,2673844.513848232,225.0,11035.0,49.04444444444445,22771.33135802469,329.24910291215406,0.0019617777777777776,0.0013406262799074916,,0.11070983975346778,6054.684402456192,219.54968169621011
11,59550716.24385832,26289884.30060548,232.0,10978.0,47.31896551724138,21545.2258472057,333.8922219761266,0.0018927586206896553,0.0013151549245474703,,0.11036250879293573,5958.341011506858,226.61149188870448
12,8790940.055847688,3467232.2259107428,220.0,10787.0,49.03181818181818,23329.46716942149,321.912473850955,0.0019612727272727273,0.0013403643382883467,,0.1077619369393085,6219.09913814578,214.71111397893867
13,3386110175.7885504,1834910154.289536,226.0,10857.0,48.03982300884956,19782.578060145668,315.8135312624822,0.0019215929203539824,0.0013751152405153178,,0.12026549698096697,5716.998120969564,221.14640118440798
14,474969.7957903857,164286.108441122,222.0,10664.0,48.03603603603604,19335.223926629333,334.4664388815805,0.0019214414414414414,0.0012753446995350877,,0.12485718624954505,5107.21384104447,215.910813703779
15,82375799.1885035,44298288.47392642,233.0,11036.0,47.36480686695279,14746.248890198753,321.98396957987967,0.0018945922746781117,0.0013709999307604814,,0.15639993599871738,4382.993899600206,227.837330105534
16,9799068437.175644,5553963099.371538,219.0,10621.0,48.49771689497717,20126.61529159108,304.17284885271164,0.0019399086757990866,0.001396705858535449,,0.1227093908164384,5691.112347810398,214.38441912830103
17,334226507.3218838,171452521.94298428,217.0,11038.0,50.866359447004605,22356.4752277602,303.38448643976557,0.002034654377880184,0.0014553150201622456,,0.1274712887094479,5708.403181987996,212.3339323493857
18,422455338.9156114,206796656.01752576,221.0,11196.0,50.660633484162894,23688.19704756249,312.0292763568355,0.002026425339366516,0.0014352499394571293,,0.11441980901072993,6271.8595314319045,216.21605856524627
19,351024.7552850839,126227.3279226218,230.0,12107.0,52.63913043478261,20612.126294896032,341.0193555948777,0.0021055652173913044,0.0014200953466562533,,0.14112800120379904,5031.231699390162,223.89607367824567
20,5704973.941627597,2352113.9153220328,232.0,10839.0,46.7198275862069,18645.693055142685,337.34291705763184,0.0018687931034482759,0.0012852204035632099,,0.1230181085627701,5223.7041301420495,226.25014842603613
21,1213264.23610253,460390.6271930373,220.0,10962.0,49.82727272727273,21099.80652892562,323.65534557480385,0.001993090909090909,0.0013547744722747293,,0.12831293992708678,5279.181012626526,214.37717262088975
22,590162.7570536651,209700.3784497089,221.0,11152.0,50.46153846153846,21490.348068221367,329.7570034718002,0.0020184615384615384,0.001352753680144802,,0.12663101415636488,5341.320564938428,215.15205811356222
23,11661323.247947223,5199797.535303051,217.0,10830.0,49.90783410138249,19597.567542313496,309.5043199233163,0.0019963133640553,0.0013996573621567897,,0.1318449439649643,5307.967526341876,211.93485415462408
24,487874965.2272956,242819293.59329903,225.0,11354.0,50.46222222222222,23037.59079506173,316.89234248177763,0.002018488888888889,0.0014331681114260933,,0.11685766278954493,6132.110112484283,220.13809407576505
25,439144.0029552351,139582.17667232922,227.0,10801.0,47.581497797356825,22749.203710531936,348.92372192113356,0.001903259911894273,0.0012382075876676937,,0.10836942457185667,5712.900998411566,220.68451555154402
26,48836157562.13721,28194755818.11472,228.0,10893.0,47.776315789473685,19709.778912742386,317.1641938738255,0.0019110526315789475,0.0013737994654382027,,0.11587487089040936,5927.943888444532,223.21797781941177
27,8067777.384501755,3616933.056320908,225.0,10712.0,47.60888888888889,17017.829254320983,321.0755445236704,0.0019043555555555557,0.0013345145941764853,,0.1385874879275394,4814.700858400138,219.60036896964812
28,361830.2200652743,121634.26878145228,218.0,11371.0,52.1605504587156,23095.749452908007,329.08547360158684,0.002086422018348624,0.0013821333254917844,,0.12413358781461199,5567.120671465404,212.12149392584573
29,317484.8714885378,112284.56021478352,221.0,11564.0,52.32579185520362,21284.25585061731,329.2135126209313,0.0020930316742081446,0.0014050456079930376,,0.13934670727688966,5041.545779769067,215.06609387346046
30,792713468.014885,398150485.7344718,230.0,11104.0,48.278260869565216,22267.09648393195,324.63014000152043,0.0019311304347826087,0.0013682032111926507,,0.1147459623432327,5961.8795435260145,224.9581970214213
31,10754454.82683698,4776704.634884356,223.0,11281.0,50.58744394618834,20656.107824408296,317.98318296202973,0.002023497757847534,0.001419068756393581,,0.13199992495984547,5375.263496646924,217.8158396701319
32,68274316.12372583,32786772.10433201,221.0,11164.0,50.5158371040724,20694.910382670296,311.75549713037043,0.002020633484162896,0.001432404573810151,,0.1280389029326995,5593.630299078161,216.0837763244711
33,753743.3697595303,292267.2120962149,223.0,11187.0,50.16591928251121,19454.550946128016,325.80525544165204,0.0020066367713004484,0.0013734585078850532,,0.14320970140962927,4795.270482257647,217.25005794489692
34,95847.62209386924,27068.23301419084,232.0,11522.0,49.66379310344828,24546.085240784774,369.57632396448713,0.001986551724137931,0.0012470495811422334,,0.11882356154584889,5247.484442136716,224.81313735684762
35,7539741.835724173,3365892.100496229,225.0,11540.0,51.28888888888889,19240.51654320988,319.77861410282225,0.0020515555555555556,0.0014434986570164327,,0.1385097296567093,5210.820426096004,219.77714213571812
36,1567853114.7233603,870761670.7834401,223.0,11213.0,50.28251121076233,19984.59731746064,308.55949301615084,0.002011300448430493,0.0014535932620829241,,0.1327798051432371,5473.698581327374,218.31622866533357
37,20065452967.411774,11607041780.7862,225.0,11102.0,49.34222222222222,20568.927328395057,311.5920228257587,0.0019736888888888886,0.001425196948152707,,0.12233442278712882,5825.003771148935,220.33275894645118
38,63784363.98534364,29220465.58396896,225.0,11329.0,50.35111111111111,21998.832276543213,320.4138499605136,0.0020140444444444443,0.0014142959177820978,,0.11771912919988409,6007.077725577886,219.9438389640684
39,621520.4962159347,232925.14211369012,224.0,10698.0,47.75892857142857,17805.057955994893,331.0413271333819,0.0019103571428571427,0.0012926482735721515,,0.13854336802758419,4665.139486556958,217.99982665882874
40,2050133532.907762,1078270637.378392,219.0,10988.0,50.17351598173516,22104.05208398491,306.5035442315228,0.002006940639269406,0.0014339801554399017,,0.11736043534772775,6109.299744803927,214.35598062512867
41,14774300925.347528,7995739119.25198,239.0,11328.0,47.39748953974895,20386.39848742144,335.4225488011401,0.0018958995815899582,0.0013508930798466934,,0.10945327516933623,6171.094824511708,233.8957461292523
42,166728.8410032745,49587.64832567578,216.0,11543.0,53.43981481481482,27339.181562928672,336.50557629221623,0.002137592592592593,0.0013721020765464212,,0.11524363730173698,5953.049160336337,209.8419752561372
43,474428.49936571374,164185.5267142186,224.0,10787.0,48.15625,21123.408621651783,337.3830718887896,0.00192625,0.0012789023396592562,,0.12500178831132433,5115.536173266875,217.86269172631813
44,725595523565.9805,426731693915.1162,215.0,10695.0,49.74418604651163,23506.869442942127,299.0213098720513,0.0019897674418604652,0.0014306672664334593,,0.10452817311966527,6843.452935868362,210.65591303250037
45,110341.96281930544,33357.77669375978,216.0,11232.0,52.0,22580.75,336.42820878613134,0.00208,0.0013354409299417842,,0.12973546940933664,5146.784206438756,209.56930393159521
46,32807269.00376232,14538966.894017592,224.0,11050.0,49.330357142857146,21735.95336415816,320.99346879231393,0.001973214285714286,0.0013769750570407355,,0.11748209434920757,5860.361379614881,218.83824747715346
47,128510567488.00044,78752079334.00069,215.0,10959.0,50.972093023255816,21709.43177934018,295.4534841322582,0.0020388837209302326,0.0014836853296465798,,0.12353093781782273,6005.3188126631285,210.6911551455027
48,1319897.9278623457,581296.6946355144,218.0,10716.0,49.15596330275229,16189.49861122801,308.9765128460369,0.0019662385321100916,0.0013872899142129663,,0.16730658331398673,4145.951362862449,212.6583369278427
49,3827000.915812288,1600159.882820205,227.0,11111.0,48.947136563876654,19214.323196646543,327.7663709012401,0.0019578854625550662,0.0013559658325469732,,0.13239726357756965,5120.82272664394,221.45094209392803
50,914523.2405781772,324513.0389355264,215.0,10927.0,50.82325581395349,23774.88969172526,320.73858790051565,0.0020329302325581395,0.0013627297010348198,,0.11805868304487513,5771.4081924699885,209.44001342344512
51,447772310.3874085,225680893.55589044,229.0,10915.0,47.66375545851528,19431.052878472958,322.8305462021642,0.0019065502183406113,0.0013524122953550704,,0.12049701078093043,5611.808486327613,223.91885489642354
52,73406024789.68599,44196118889.266525,224.0,10627.0,47.441964285714285,19090.80020328444,309.7314440103259,0.0018976785714285714,0.0013724147425788278,,0.12296213009566931,5580.63991535864,219.32313623060486
53,1333108.5888891483,484419.0716319399,228.0,11045.0,48.44298245614035,22437.334468297937,339.32928869446107,0.001937719298245614,0.0013019801553228304,,0.11682005502011424,5572.588350085326,222.08917808802292
54,237859534.4984877,120293207.7966908,235.0,10889.0,46.33617021276596,18038.989117247624,331.0747892035055,0.0018534468085106383,0.001315593981190363,,0.12737310126034224,5164.332061372109,229.6806806138481
55,43647135447.61833,24920978831.88063,225.0,10925.0,48.55555555555556,21560.46913580247,313.19894784951333,0.0019422222222222224,0.0013952792721703873,,0.11411172404635452,6113.654332326081,220.30890357726813
56,6399259.883247358,2746787.0262211263,234.0,10827.0,46.26923076923077,16936.68392504931,337.59537994806914,0.0018507692307692307,0.0012828374608284594,,0.13099638643353226,4896.461252690251,228.22671685388732
57,7967225.628879875,3585627.662890072,220.0,11048.0,50.21818181818182,18948.70694214876,312.5673374271009,0.0020087272727272727,0.0014138393462274912,,0.13979175045985687,5056.948430706913,214.8579001265666
58,17203040.801394112,7724174.2327446,233.0,11425.0,49.0343347639485,19644.09324172484,332.5932143749153,0.00196137339055794,0.0013740508833257413,,0.12832469969051993,5353.805177956906,227.56160110472854
59,39677583.406357765,17915061.53990116,222.0,11088.0,49.94594594594594,21588.83491599708,316.8538595988393,0.001997837837837838,0.0013997620245545677,,0.11957541055690625,5853.051300578297,216.94271193208874
60,657349.525785181,224306.31185739528,222.0,11215.0,50.51801801801802,23120.285711387063,334.323757810958,0.0020207207207207207,0.001341813106365175,,0.11554006201060804,5806.700650039375,216.13205577841543
61,82381262015.11491,47014615887.41193,232.0,10676.0,46.01724137931034,19247.05142687277,324.444550976844,0.0018406896551724137,0.001316218745897441,,0.11011040618497718,5976.81359782786,227.056830940205
62,10116793.00734391,4063819.108998024,225.0,11726.0,52.11555555555555,24452.431091358016,326.9201099530413,0.002084622222222222,0.0014347236089801046,,0.10985424438326472,6530.123697244562,219.76017330313334
63,94908244.3459621,42804155.12301749,220.0,11319.0,51.45,24014.7475,314.04132142755816,0.002058,0.0014417211019933914,,0.11033427764959014,6533.4233961822065,215.13072230292298
64,129367639.09661004,60962187.49039317,220.0,11479.0,52.17727272727273,25254.95493801653,311.4331888007936,0.002087090909090909,0.0014743451132104583,,0.11688434841943197,6306.854310039296,215.20676523286613
65,1341859183.0238297,691617114.6306287,215.0,11219.0,52.181395348837206,24952.976398053,300.9919331290419,0.002087255813953488,0.0014909369674289796,,0.11619029605114183,6415.927224992761,210.49553126010878
66,6742917.902941261,2946260.09230669,221.0,11237.0,50.84615384615385,20094.066829098505,315.7040091108499,0.002033846153846154,0.001423738650851845,,0.13467395174621427,5285.872406621003,215.80972756849695
67,4448818.844004819,1701955.3779912782,221.0,11551.0,52.26696832579186,26511.43551524334,323.947024768827,0.0020906787330316743,0.0014262825853385071,,0.11001702368492168,6482.099485908858,215.71688525821256
68,1511024.138631991,589950.7685869163,216.0,11085.0,51.31944444444444,22269.541473765432,315.1855868379978,0.0020527777777777775,0.0014067902166728934,,0.13122197626135884,5360.345335262083,210.6217527765453
69,7999188.663413569,3370487.653198956,232.0,10671.0,45.99568965517241,18801.14222280024,336.3615752831116,0.0018398275862068964,0.001268991559576131,,0.12337322426513295,5142.896958131807,226.27344138825103
70,719096906.5440147,345676623.8586358,224.0,10667.0,47.62053571428572,21835.628328284434,318.76300090650983,0.0019048214285714287,0.0013385493259462104,,0.10619564970032425,6302.279470597388,219.03864947784967
71,3295189.4756196057,1291836.410039966,224.0,11235.0,50.15625,22830.908621651783,327.4605145980458,0.00200625,0.0013723792028838455,,0.11947430652854463,5743.407276258007,218.50587995455706
72,33338398436.0098,18955040305.844604,217.0,11175.0,51.49769585253456,23955.47580114252,301.03320828471584,0.0020599078341013823,0.0014848860115699574,,0.11490609983039846,6461.301940287116,212.59259473056986
73,81379979.72790033,38669485.531384975,228.0,10954.0,48.04385964912281,19591.41912896276,323.498496283583,0.0019217543859649123,0.0013544421536225728,,0.12355878221563078,5480.962701861387,222.8078283081439
74,25126153.033224653,11585079.688282195,224.0,10828.0,48.33928571428572,18894.56345663265,318.5903648007129,0.0019335714285714286,0.0013594886972521237,,0.1299823597132361,5229.512297866397,218.7962830622097
75,6969095.090893149,2901762.6653132904,222.0,11295.0,50.87837837837838,21990.341064037013,320.53861920214985,0.0020351351351351353,0.0014095025464468895,,0.12250415417465889,5752.876528731047,216.74277348763843
76,132129.2950826441,42694.52251076572,228.0,11126.0,48.79824561403509,19591.81894429055,349.762812213707,0.0019519298245614036,0.0012724051398811322,,0.14038778472197389,4531.751613578856,221.21242919273635
