,rho,lambd,S,Nsum,Nmean,Nsd,S0,np,n,Ss,alpha0,beta0,Sdown
77,17797064.415853746,7425737.841403875,224.0,10818.0,48.29464285714285,21330.127471301017,324.8140069985958,0.0019317857142857142,0.0013322085583638969,,0.11125924854966492,5986.956481057005,218.69232492669838
78,13117394137.833122,7203537989.796558,222.0,10544.0,47.4954954954955,21355.087817547275,310.6907686980703,0.00189981981981982,0.0013574912501177882,,0.11340322865879389,5985.240747431407,217.26388987285463
79,378255.2217358991,131997.35999795533,218.0,10805.0,49.56422018348624,20738.68624274051,327.0799662635109,0.0019825688073394497,0.0013213893988597255,,0.1318814444860805,5009.762381694236,212.0406335764123
80,27089597.467697416,11958269.824128326,229.0,10958.0,47.85152838427948,20174.31856753304,328.8997653985214,0.001914061135371179,0.0013326856571907134,,0.11877693858965038,5610.035386561298,223.62589828469953
81,2514106351.144201,1327195903.693161,239.0,11157.0,46.68200836820084,19698.116454543862,335.91515480626583,0.0018672803347280335,0.001328549765066079,,0.11659622712323799,5697.224506509331,233.7654036887081
82,2260368980.776008,1158588280.4707575,219.0,11205.0,51.16438356164384,23999.781197222743,307.6073184254922,0.0020465753424657534,0.0014570524599159097,,0.11092471646113956,6567.753817186279,214.39029800131286
83,5272967.220788021,2094326.6128130383,232.0,11743.0,50.616379310344826,22666.94335240785,338.2296837323332,0.002024655172413793,0.0013887604269876117,,0.1157135547466317,6000.854567247825,226.42024283475368
84,15535504.743529707,6703537.951250086,219.0,10372.0,47.36073059360731,20244.778549237915,315.81026249191325,0.0018944292237442924,0.0013137001841750586,,0.12024149760335248,5462.7570778793715,213.76281415293505
85,17002982342.15604,10235185064.884624,218.0,10339.0,47.42660550458716,17457.37305361502,300.1998574443785,0.0018970642201834864,0.0013776155775711023,,0.13345501406579605,5161.34814122424,213.4231315831344
86,159302928.86879474,73962046.09345739,218.0,10622.0,48.72477064220183,21796.40131302079,310.8664616280927,0.0019489908256880733,0.001366760498301384,,0.11165561730431624,6120.428740169392,213.10541878925972
87,6730613628.787588,3640528885.1309104,230.0,10750.0,46.73913043478261,19462.053686200383,322.5783688331753,0.0018695652173913043,0.001333009406537048,,0.11469875568984214,5810.914854829158,225.02122852461778
88,32747345.58593481,14322006.163730204,231.0,11456.0,49.59307359307359,22604.60497366991,331.7581909133799,0.001983722943722944,0.0013812469821420138,,0.11458357356914674,6027.246921691115,225.6827276451485
89,12921035861.680626,7932590963.510284,213.0,11331.0,53.19718309859155,21523.59492164253,289.77319267956244,0.002127887323943662,0.001564119840792874,,0.1409177590382773,5549.761263120902,208.8044429878647
90,26887337.716901973,12449572.312331015,220.0,11089.0,50.404545454545456,20845.386342975205,311.86254054716557,0.0020161818181818184,0.0014222932937754248,,0.13017295296212256,5463.090685932585,214.99951736621557
91,16386184911.921082,9253667509.966896,222.0,10100.0,45.4954954954955,18370.02475448421,310.1673443118717,0.00181981981981982,0.001302522678189423,,0.11815162410142868,5512.081141903123,217.18542480018525
92,178734891107.66992,107967817642.71628,216.0,10616.0,49.14814814814815,20319.75582990398,298.4928090325311,0.0019659259259259257,0.001422613835744769,,0.11808201536224251,6023.837886661186,211.58763389427097
93,2570531.986311272,973544.3749191292,216.0,11263.0,52.14351851851852,25234.07662465706,317.24423965835695,0.002085740740740741,0.0014201045871949287,,0.11554663918689254,6145.157475752976,210.7306239801588
94,385195.9417915711,140543.0827904686,237.0,10652.0,44.9451476793249,16166.524417383253,353.77715799899397,0.001797805907172996,0.0012043739692239026,,0.142629031069006,4222.050588849647,230.29934819356012
95,27304622.44637911,12252815.007704066,233.0,11232.0,48.20600858369099,20295.768719261727,333.40159650980837,0.0019282403433476395,0.0013475640329958126,,0.12245484642490065,5502.2895064518725,227.56286565187236
96,77084541250.94046,47239241777.29657,225.0,10966.0,48.73777777777778,20009.99790617284,309.6206482674557,0.001949511111111111,0.001416701381043215,,0.12693440337453457,5580.446842543839,220.38135406040487
97,44374896.0179296,21676446.803828947,229.0,10986.0,47.97379912663755,17775.038614824276,322.428655140836,0.001918951965065502,0.0013629061592185525,,0.13751134546024396,4955.613497406233,223.77078039451695
98,724186.0770919045,268903.26788930444,221.0,11090.0,50.18099547511312,19698.13013656559,326.4135710696115,0.002007239819004525,0.0013590121224016053,,0.13300600670452398,5108.837397925506,215.23450800278525
99,46145091991.20581,27888294705.98852,216.0,11674.0,54.0462962962963,23216.229338134428,295.72061392943056,0.002161851851851852,0.001579057995975327,,0.12705481844776467,6214.081509331014,211.76852667033222
