,rho,lambd,S,Nsum,Nmean,Nsd,S0,np,n,St,r,xi,xip
0,31951.081351713576,6309.555972816878,474.0,327414.0,329515.30512811913,796902779665.9615,605.9879421395898,0.05496788664292175,0.04299553911378516,516.3819623757266,0.13625298340236006,0.9999995865050122,0.9997478823499479
1,32539.323881943004,6529.447542954514,478.0,311937.0,311346.8718306354,701413149810.1846,611.0330661848759,0.051931292346502664,0.04062490086930534,520.8848404558877,0.13820231008473674,0.9999995561148634,0.9997293577658889
2,27581.64481036021,5171.520277722924,476.0,309694.0,309827.680767629,700834765966.897,609.6139600333316,0.05177450729611495,0.04042667505777464,518.9656881491363,0.13696985205130868,0.9999995579162224,0.9997304557810699
3,33613.0845035972,6808.612058061159,481.0,315935.0,313305.6947296402,712135750960.7161,614.9952766228965,0.052268832583927186,0.04088049035258713,524.1636407395622,0.1378395922456175,0.9999995600477938,0.9997317550798148
4,34662.947197063426,6943.001641059596,469.0,320882.0,324953.23402481957,791212097529.6838,602.2361494922332,0.054445582568457954,0.04240027478612208,511.5425389740612,0.13345934421493483,0.9999995892969343,0.999749584225201
5,34133.0580543586,6719.413117616567,471.0,309664.0,310617.82651558035,736128721717.6035,608.0043286831366,0.052319061887058045,0.04052977419120768,514.5344709415269,0.13106875470968002,0.999999578038708,0.9997427215704505
6,26404.743505780498,4852.482265443343,462.0,313280.0,323334.38118995575,765691560449.3685,590.9124108216496,0.05396110451496641,0.04218904499103323,503.41795683080665,0.1365369185278943,0.9999995777224173,0.9997425287711205
7,29363.529424250177,5565.583913119277,475.0,320950.0,321115.667853502,767792357596.218,609.562458834708,0.05376924103720401,0.04189954470210831,518.039033456927,0.13430104408697227,0.9999995817675643,0.9997449945516005
8,32303.13603698405,6332.977816917322,476.0,322909.0,322332.292509013,775183297619.7795,610.9682767994508,0.05398378520888743,0.04205829129793784,519.1452872865494,0.13403042908106166,0.99999958418571,0.9997464685746525
9,31847.95874485002,6211.43477210684,470.0,307724.0,310572.74776597135,719791959362.6887,604.2829670621019,0.052101910327670635,0.040523892263686107,512.9238316567854,0.13400465512076892,0.9999995685242885,0.9997369219579417
10,35677.80130547525,7419.782061740983,477.0,311434.0,311940.2937596391,699005538507.0594,608.8872433565988,0.05195624795270579,0.0407023312507243,519.6011694269891,0.1392074668007588,0.9999995537370213,0.9997279083601459
11,32784.134540384905,6490.976628638876,474.0,320549.0,321703.45903626207,766853688839.5463,607.6885089599451,0.05381535638519405,0.04197624037722809,516.8161912682635,0.1349581549630594,0.9999995804891288,0.999744215260631
12,32087.791689499245,6415.918695259263,469.0,319755.0,326054.8980528467,767742128990.02,598.093309114963,0.05425435909205649,0.04254402118597101,510.63761252188954,0.13847337234707818,0.9999995753067524,0.9997410562719071
13,33118.324457021874,6500.888263949035,481.0,321614.0,316818.5374585941,757267190124.8074,619.1083894163411,0.05320837616170147,0.041338850145297173,525.016981529527,0.13254770440328928,0.9999995816291243,0.9997449101632105
14,29449.14744872009,5547.777253285654,466.0,320324.0,326288.33348594914,801059938976.2788,598.7289551967361,0.05470080256541661,0.0425744801119702,508.3330877588494,0.13290406217309983,0.9999995926792521,0.9997516459963116
15,27477.10938829895,5029.815487542039,469.0,330014.0,334251.32212585537,842183087226.7506,602.145657479149,0.05599505265408182,0.043613500103459206,511.4451346262419,0.1326599790225602,0.9999996031132337,0.999758006327899
16,27144.519377581146,5314.98246861272,454.0,315777.0,336866.47859085293,771625990621.8522,571.6958321919791,0.05534963707569321,0.04395472875150563,492.6164184938654,0.14706486733031499,0.9999995634329549,0.9997338185107068
17,29842.08716299857,5971.980467909723,471.0,315768.0,322850.31040431897,723499091578.8936,596.4983359640588,0.053350358885606804,0.04212588287360262,511.93234926942216,0.1440670356790439,0.9999995537654239,0.9997279256728047
18,27308.107842182257,5276.23911865105,457.0,317195.0,334647.1655914483,778825364102.6108,578.0714359409321,0.05523320806787061,0.04366515021786352,496.4670333231219,0.1437918931761769,0.9999995703180957,0.9997380153865203
19,29483.049221752968,5869.453233885073,465.0,315633.0,326991.1592803407,742989833449.5624,588.6927950482469,0.05401564747626258,0.04266618563660794,505.3308788456935,0.14390945944468375,0.9999995598982051,0.9997316638979559
