,R,S
0,398.9422804014327,299.0
1,282.09479177387817,278.5
2,199.47114020071635,256.0
3,141.04739588693909,234.5
4,126.156626101008,228.7
5,99.73557010035817,212.96875
6,89.20620580763855,204.975
7,79.78845608028654,196.72
8,70.52369794346954,187.78125
9,56.41895835477563,170.58
10,39.89422804014327,144.07999999999998
11,28.209479177387816,116.66
12,19.947114020071634,90.585
13,14.104739588693908,66.1225
