,r_MF,ξp_MF,ξ0_MF,S0_MF,N0_MF,n_MF,ρ,λ,N_mean,N_sigma,r_SP,ξ_SP
0,1.0386097024464476e-10,0.9996627099977606,0.9999999981907877,271.94470730282166,7466880732.131756,3.987947419322366,10000.0,1000.0,27457348.981670298,4936341589622477.0,0.15272565798112242,0.9999999944377129
