,rho,lambd,S,Nsum,Nmean,Nsd,S0,np,n,Ss,alpha0,beta0,Sdown
0,15473477.867124092,5748282.336568311,284.0,87975.0,309.7711267605634,1096278.5919832375,315.6321475945029,0.001548855633802817,0.0013936318063681957,,0.09055541177731127,7694.911761846635,283.5658613093272
1,14231105.871678231,5402263.905307135,279.0,88707.0,317.9462365591398,1101472.9612671984,309.56151563996934,0.001589731182795699,0.0014327846892823928,,0.09517289819872148,7527.272555526949,278.578058565899
2,5980648.430751824,2133138.86596784,282.0,88569.0,314.0744680851064,1096875.9980006036,314.1047761161277,0.001570372340425532,0.0014098639488253936,,0.09311449267365844,7570.593515268308,281.55542290475694
3,27823599.878303625,10918385.51507724,284.0,86713.0,305.3274647887324,1013472.4878372344,314.73242421173,0.001526637323943662,0.0013775669954752669,,0.09469796644125025,7273.477178255443,283.5737048023621
4,55518096.12470797,22564672.6779112,282.0,88882.0,315.1843971631206,1090267.980182083,311.81750202579167,0.001575921985815603,0.001425224681465254,,0.09484823802422546,7513.184805295136,281.59057485053404
5,4597480.680298709,1644653.5069053278,287.0,88281.0,307.5993031358885,1022240.0171423714,319.7126229286821,0.0015379965156794423,0.001380630504847047,,0.09659288532762156,7146.646982147058,286.54007458947973
6,1640327.0028188848,531646.1217039553,281.0,89913.0,319.97508896797154,1162311.4406605794,314.93796531796005,0.0015998754448398578,0.0014274715960208898,,0.0917357328791554,7780.346606601571,280.5290319337775
7,10106371.24998847,3762546.267937123,284.0,88411.0,311.306338028169,1070271.768833069,315.55493400710094,0.0015565316901408452,0.0014008812804367447,,0.09515837948941182,7360.787814764222,283.56138041663496
8,36647016.3600219,14727911.848248804,278.0,88777.0,319.341726618705,1086050.2321437816,307.48510033718026,0.0015967086330935252,0.0014435984036730465,,0.09649755275637198,7479.974167415981,277.5940729239666
9,4544058.996398538,1606603.3544970052,283.0,89666.0,316.8409893992933,1105559.7450336502,315.3551313079742,0.0015842049469964664,0.0014216670524449567,,0.09462120949451062,7512.412175028442,282.55029104586066
10,9232605.76633387,3332857.8912261464,285.0,88549.0,310.6982456140351,1108673.8598214833,317.25868494082323,0.0015534912280701755,0.0013955331123010335,,0.09066755992609135,7695.878842656721,284.55619272436763
11,8398216.655260043,3009648.477517591,286.0,88631.0,309.8986013986014,1094623.356851191,318.52247850925215,0.001549493006993007,0.0013912832842255043,,0.09037700232774762,7697.109045396782,285.5523974918899
12,7924341.191313125,2918488.050605824,285.0,88274.0,309.7333333333333,1040860.763976608,316.88767246228105,0.0015486666666666667,0.001392827927228807,,0.09578306093332772,7270.742413412331,284.5549036879716
13,4956879.430818653,1775959.6073221157,282.0,89550.0,317.5531914893617,1102865.3961068357,313.9667165590079,0.0015877659574468086,0.0014261065787712197,,0.09600559556841948,7427.205520301619,281.55466963112934
14,9639831.133910649,3637581.521032812,277.0,88577.0,319.7725631768953,1093803.7208356685,307.3972462163762,0.0015988628158844765,0.0014407578644613306,,0.09812197604467238,7341.667598527526,276.57698065436404
15,11719924.633190855,4543735.35504653,276.0,88254.0,319.7608695652174,1046726.029773157,305.78624123861755,0.0015988043478260868,0.001443066889512726,,0.10110876395984454,7136.210715056521,275.58320993487615
16,9726206.285138791,3657924.0725805527,275.0,89754.0,326.3781818181818,1138745.209705785,305.15237210884936,0.001631890909090909,0.0014706423446707519,,0.09740843078392343,7548.8452736345225,274.58305331560547
17,24363776.628622167,9518825.735534009,287.0,88665.0,308.93728222996515,1022603.80094453,318.07172794241086,0.0015446864111498257,0.0013937893910529109,,0.09514771541345322,7324.345019722033,286.5694291758942
18,6487879.035088129,2389575.985567381,281.0,88043.0,313.3202846975089,1051907.6910120184,312.37576606088646,0.0015666014234875444,0.0014092482446739988,,0.09799550755977596,7190.371680122053,280.5603062283423
19,15804300.952315908,6083570.327568304,281.0,87759.0,312.30960854092524,1059503.2030749356,311.60764819834964,0.0015615480427046261,0.0014081650515865738,,0.09665337037137951,7284.614319065444,280.57445182059496
20,13984279.0688694,5324983.980557911,281.0,88292.0,314.20640569395016,1072847.2171831664,311.77415557803124,0.0015710320284697508,0.0014159608553234002,,0.09590774832442156,7381.889785034427,280.5731841251739
21,7589542.444661691,2765647.5354724005,280.0,89118.0,318.2785714285714,1125178.965255102,311.4080310013644,0.001591392857142857,0.0014308879529123242,,0.09433984319110843,7583.688421093251,279.5657152413063
22,18878514.024022155,7357144.366558616,281.0,88483.0,314.88612099644126,1069829.3393447397,311.3563333746549,0.0015744306049822064,0.0014209282181764462,,0.09715087409876291,7312.997599650726,280.5786714024492
23,15967589.528985567,6157758.503328098,278.0,88129.0,317.01079136690646,1079492.9099554883,308.1807801325983,0.0015850539568345323,0.0014298263500092622,,0.0968882117437232,7378.742595596994,277.58162116631667
