rho,lambd,S,Nsum,Nmean,Nsd
1184361.341857554,420256.01211184775,243.0,23068.0,94.93004115226337,83077.85107283776
917184.9630296987,321851.1825315748,247.0,21816.0,88.32388663967612,72866.01655493451
10906596.566773841,4566528.68409192,254.0,21977.0,86.52362204724409,68455.85574121134
2132787.5161518315,818806.2055243449,244.0,21679.0,88.84836065573771,70332.85815305014
124258.87818682715,34248.64166211299,249.0,22272.0,89.44578313253012,82856.91372719815
1576811.7670355183,558945.0096614752,254.0,22103.0,87.01968503937007,72968.87756525484
3336589.8358818344,1287892.9631642308,245.0,22491.0,91.8,80479.31102040815
59330508.95633261,25325586.70658959,244.0,21460.0,87.95081967213115,77406.30905670524
52965919.42102863,23115770.76224152,248.0,22071.0,88.99596774193549,74017.57659664412
2109793.0684115766,784049.1026372935,237.0,22129.0,93.37130801687763,80281.12795314139
43770761.74806829,18421985.224937312,243.0,21900.0,90.12345679012346,81361.7872275568
58831789.92920755,27595775.4516811,242.0,22303.0,92.16115702479338,71613.07733419849
822564461.168589,402618575.80441046,239.0,21690.0,90.75313807531381,78258.05202990149
15308660.228940524,6102080.495089062,244.0,22122.0,90.6639344262295,85419.19033861865
77117924.56660858,34393309.02989665,240.0,22285.0,92.85416666666667,81705.29123263838
4336129.642564414,1630115.3370155364,241.0,22530.0,93.48547717842324,85603.54439489669
28427125.970223762,11838809.676084109,251.0,22384.0,89.1792828685259,78373.12722020283
11888453.85041928,4742543.456168899,252.0,21229.0,84.2420634920635,68383.74696082121
318443.38379438885,99410.99526207033,244.0,22245.0,91.16803278688525,81650.98406006434
800181.3020933198,278978.3900061075,245.0,21915.0,89.44897959183673,72261.88821324467
31370734.50989413,13277364.274931472,255.0,22513.0,88.28627450980392,74698.06314494407
40980483.352703184,17149769.578028146,247.0,22649.0,91.69635627530364,82495.86326607534
7023314.426053463,2744634.7403710317,244.0,22088.0,90.52459016393442,77145.50349368446
9134912.141271032,3482836.16465816,252.0,22649.0,89.87698412698413,82316.50470836494
