,N,Smean,Ssd
337,3.369999999999972,22.52439021693656,0.7636820960601239
338,3.379999999999972,22.541279597948247,0.7640884508458672
339,3.3899999999999717,22.558179030488194,0.7644960051680758
340,3.3999999999999715,22.57508849969474,0.7649047606548749
341,3.4099999999999713,22.592007990521385,0.7653147189188421
342,3.419999999999971,22.608937487735343,0.7657258815568555
343,3.429999999999971,22.625876975916068,0.7661382501498956
344,3.4399999999999706,22.64282643945379,0.7665518262629388
345,3.4499999999999704,22.659785862547995,0.7669666114447953
346,3.45999999999997,22.676755229205973,0.7673826072277548
347,3.46999999999997,22.69373452324114,0.7677998151276954
348,3.47999999999997,22.710723728271724,0.7682182366437175
349,3.4899999999999696,22.727722827719145,0.7686378732579974
350,3.4999999999999694,22.744731804806335,0.7690587264356761
351,3.509999999999969,22.761750642556386,0.7694807976246613
352,3.519999999999969,22.778779323790783,0.7699040882553847
353,3.5299999999999687,22.79581783112799,0.7703285997407358
354,3.5399999999999685,22.812866146981722,0.7707543334757623
355,3.5499999999999683,22.829924253559394,0.771181290837614
356,3.559999999999968,22.84699213286048,0.7716094731852181
357,3.569999999999968,22.8640697666749,0.7720388818592803
358,3.5799999999999677,22.881157136581272,0.7724695181818467
359,3.5899999999999674,22.89825422394547,0.7729013834564374
360,3.5999999999999672,22.915361009918747,0.7733344789675666
361,3.609999999999967,22.932477475436073,0.7737688059807077
362,3.619999999999967,22.949603601214584,0.7742043657421231
363,3.6299999999999666,22.96673936775167,0.7746411594785615
364,3.6399999999999664,22.983884755323444,0.7750791883971386
365,3.649999999999966,23.001039743982844,0.775518453685189
366,3.659999999999966,23.018204313558023,0.7759589565099605
367,3.6699999999999657,23.03537844365048,0.7764006980185036
368,3.6799999999999655,23.05256211363333,0.7768436793374075
369,3.6899999999999653,23.069755302649547,0.7772879015727547
370,3.699999999999965,23.086957989610074,0.7777333658096516
371,3.709999999999965,23.1041701531921,0.7781800731123373
372,3.7199999999999647,23.121391771837146,0.7786280245237165
373,3.7299999999999645,23.13862282374937,0.7790772210653575
374,3.7399999999999642,23.155863286893506,0.7795276637371291
375,3.749999999999964,23.173113138993127,0.7799793535171505
376,3.759999999999964,23.19037235752874,0.7804322913614122
377,3.7699999999999636,23.207640919735944,0.7808864782037223
378,3.7799999999999634,23.224918802603316,0.7813419149553613
379,3.789999999999963,23.242205982870768,0.7817986025050404
380,3.799999999999963,23.259502437027344,0.7822565417185022
381,3.8099999999999627,23.276808141309456,0.7827157334384344
382,3.8199999999999625,23.29412307169878,0.7831761784842052
383,3.8299999999999623,23.31144720392045,0.7836378776516558
384,3.839999999999962,23.328780513440794,0.7841008317128785
385,3.849999999999962,23.346122975465526,0.7845650414160039
386,3.8599999999999617,23.36347456493767,0.785030507484988
387,3.8699999999999615,23.38083525653553,0.78549723061931
388,3.8799999999999613,23.398205024670524,0.7859652114939127
389,3.889999999999961,23.41558384348525,0.7864344507588457
390,3.899999999999961,23.432971686851324,0.7869049490390775
391,3.9099999999999606,23.450368528367267,0.7873767069341785
392,3.9199999999999604,23.46777434135642,0.7878497250183221
393,3.92999999999996,23.48518909886478,0.7883240038397735
394,3.93999999999996,23.502612773658853,0.7887995439208927
395,3.9499999999999598,23.52004533822352,0.7892763457577416
396,3.9599999999999596,23.53748676475975,0.7897544098199326
397,3.9699999999999593,23.55493702518252,0.7902337365503285
398,3.979999999999959,23.572396091118577,0.7907143263648387
399,3.989999999999959,23.589863933904034,0.7911961796522609
400,3.9999999999999587,23.607340524582472,0.7916792967738002
401,4.009999999999959,23.624825833902275,0.7921636780631597
402,4.019999999999959,23.642319832314612,0.7926493238259704
403,4.0299999999999585,23.659822489971035,0.7931362343397871
404,4.039999999999958,23.677333776721206,0.7936244098536752
405,4.049999999999958,23.694853662110507,0.7941138505880531
406,4.059999999999958,23.712382115377718,0.794604556734455
407,4.069999999999958,23.729919105452694,0.7950965284551766
408,4.079999999999957,23.74746460095383,0.7955897658831674
